comment_id,comment_text,segmented_text,tokens_segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score,true_sentiment,final_sentiment_score,final_sentiment_normalized,final_sentiment_label,type
43,"pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih","tapi diberi tahu tua , . seenaknya ubah , memberatkan loh , alasan rubah","['tapi', 'diberi', 'tahu', 'tua', ',', '.', 'seenaknya', 'ubah', ',', 'memberatkan', 'loh', ',', 'alasan', 'rubah']","tapi beri tahu tua , . enak ubah , berat loh , alas rubah",Lainnya,Lainnya,0.4235821002897877,Netral,-1,-1,Negatif,
43,"pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih","karena rumah kos , alasan , harap golongan tarif . terima kasih","['karena', 'rumah', 'kos', ',', 'alasan', ',', 'harap', 'golongan', 'tarif', '.', 'terima', 'kasih']","karena rumah kos , alas , harap golong tarif . terima kasih",Perubahan Kode Tarif,Perubahan Kode Tarif,0.5302308274745858,Netral,2,1,Positif,
46,"Kak saya warga Dukuh Kupang, PDAM yg mengalir kecil sekali,  dulu ga seperti ini, semenjak pengerjaan gorong2 yg di depan kampus WK itu malah makin parah air mengalir nya, Tp tagihan tetep banyak",tapi tagihan tetap banyak,"['tapi', 'tagihan', 'tetap', 'banyak']",tapi tagih tetap banyak,Harga,Lainnya,0.46744218001074234,Negatif,1,1,Positif,
52,"@pdamsuryasembada meteran saya sudah diganti, tapi air malah macet, apakah karena saya belum bayar? saya belum bayar karena ada LONJAKAN TAGIHAN TIDAK WAJAR  Saat meteran rusak , masak bisa sampai 2x tagihan rata-rata per Bulan, mohon segera ditindak lanj","meter sudah ganti ,","['meter', 'sudah', 'ganti', ',']","meter sudah ganti ,",Meteran (Macet/Bermasalah),Pemasangan,0.40250276366132576,Negatif,0,0,Netral,
53,Min mau pengaduan gimana gak ada respon @pdamsuryasembada tapitagihan bln ini kok tbtb membengkak pdhal bertahun tahun gk pernah air sampai habis ratusan ribu,admin pengaduan tidak ada respon tapitagihan membengkak,"['admin', 'pengaduan', 'tidak', 'ada', 'respon', 'tapitagihan', 'membengkak']",admin adu tidak ada respon tapitagihan bengkak,Pelayanan,Pelayanan,0.416068787543728,Netral,-1,-1,Negatif,
63,Min knp ya kok air rumah saya tiba” pembayaran naek ya drastis bgt padahal rumah klo sering kluarin air cuma malem karena ngisi ke rumah atas biasanya saya kena nya 90k an gak sampe 100k ini semalem bayar kenanya hampir 150k ? Ada kenaikan harga apa gimana ? Klo emg ada knp gak ada info yaaa,padahal rumah keluar air malam,"['padahal', 'rumah', 'keluar', 'air', 'malam']",padahal rumah keluar air malam,Air Tidak Mengalir,Air Tidak Mengalir,0.38563452887787175,Netral,-1,-1,Negatif,
63,Min knp ya kok air rumah saya tiba” pembayaran naek ya drastis bgt padahal rumah klo sering kluarin air cuma malem karena ngisi ke rumah atas biasanya saya kena nya 90k an gak sampe 100k ini semalem bayar kenanya hampir 150k ? Ada kenaikan harga apa gimana ? Klo emg ada knp gak ada info yaaa,karena isi rumah kena nya an tidak sampai semalam bayar kena hampir ? ada kenaikan harga ? ada tidak ada informasi,"['karena', 'isi', 'rumah', 'kena', 'nya', 'an', 'tidak', 'sampai', 'semalam', 'bayar', 'kena', 'hampir', '?', 'ada', 'kenaikan', 'harga', '?', 'ada', 'tidak', 'ada', 'informasi']",karena isi rumah kena nya an tidak sampai malam bayar kena hampir ? ada naik harga ? ada tidak ada informasi,Harga,Pelayanan,0.3570081903301815,Netral,-3,-1,Negatif,
70,"Sore ... Mohon info untuk air dirumah saya keluar nya kecil sekali, dan kadang mati , biasanya keluar air di malam hari saja, tapi ini dr pagi sampe ke pagi lagi gak keluar airnya .?","sore . mohon informasi air rumah keluar nya kecil , kadang mati , keluar air malam ,","['sore', '.', 'mohon', 'informasi', 'air', 'rumah', 'keluar', 'nya', 'kecil', ',', 'kadang', 'mati', ',', 'keluar', 'air', 'malam', ',']","sore . mohon informasi air rumah keluar nya kecil , kadang mati , keluar air malam ,",Air Tidak Mengalir,Air Kotor/Bau,0.3047724846494472,Netral,-4,-1,Negatif,
70,"Sore ... Mohon info untuk air dirumah saya keluar nya kecil sekali, dan kadang mati , biasanya keluar air di malam hari saja, tapi ini dr pagi sampe ke pagi lagi gak keluar airnya .?",tapi pagi sampai pagi tidak keluar air . ?,"['tapi', 'pagi', 'sampai', 'pagi', 'tidak', 'keluar', 'air', '.', '?']",tapi pagi sampai pagi tidak keluar air . ?,Air Tidak Mengalir,Air Tidak Mengalir,0.36582165904487873,Netral,-1,-1,Negatif,
77,"Saya mengajukan surat keberatan tagihan dari bulan januari 2025, meter PDAM rusak. Sampai sekarang tidak ada tanggapan. meter pdam yg rusak, tapi pelanggan yang harus bayar tagihannya?padahal air yang digunakan tidak sebanyak tagihannya.",tapi pelanggan harus bayar tagihan ?,"['tapi', 'pelanggan', 'harus', 'bayar', 'tagihan', '?']",tapi langgan harus bayar tagih ?,Harga,Lainnya,0.3432448044251369,Netral,-2,-1,Negatif,
78,Diganti meteran baru tapi tagihan malah lbh banyak :person_facepalming:,ganti meter,"['ganti', 'meter']",ganti meter,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),1.0,Negatif,0,0,Netral,
78,Diganti meteran baru tapi tagihan malah lbh banyak :person_facepalming:,tapi tagihan lebih banyak,"['tapi', 'tagihan', 'lebih', 'banyak']",tapi tagih lebih banyak,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.6303030156077049,Negatif,1,1,Positif,
92,Di rmh saya sdh 2 bulan ini tagihannya 100rb lbh namun penghuninya cima 2 org sehari kerja semua.... sedangkan kran mati tp meteran muternya kencang banget :see-no-evil_monkey:,rumah sudah tagihan lebih penghuni sehari kerja .,"['rumah', 'sudah', 'tagihan', 'lebih', 'penghuni', 'sehari', 'kerja', '.']",rumah sudah tagih lebih huni hari kerja .,Harga,Meteran (Macet/Bermasalah),0.29574687421336643,Negatif,3,1,Positif,
92,Di rmh saya sdh 2 bulan ini tagihannya 100rb lbh namun penghuninya cima 2 org sehari kerja semua.... sedangkan kran mati tp meteran muternya kencang banget :see-no-evil_monkey:,tapi meter putar kencang sih evil monkey,"['tapi', 'meter', 'putar', 'kencang', 'sih', 'evil', 'monkey']",tapi meter putar kencang sih evil monkey,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.5342586132601717,Negatif,0,0,Netral,
111,"halo @pdamsuryasembada  sy ada wa tp slow respon ya, nomor call centernya jg, operatornya sibuk terus, sedangkan air ditempat saya mati dari semalam, apa ada solusi untuk pengaduan saya",halo ada whatsapp,"['halo', 'ada', 'whatsapp']",halo ada whatsapp,Pelayanan,Pelayanan,0.4319849486165547,Netral,1,1,Positif,
111,"halo @pdamsuryasembada  sy ada wa tp slow respon ya, nomor call centernya jg, operatornya sibuk terus, sedangkan air ditempat saya mati dari semalam, apa ada solusi untuk pengaduan saya","tapi lambat respon , nomor call center , operator sibuk ,","['tapi', 'lambat', 'respon', ',', 'nomor', 'call', 'center', ',', 'operator', 'sibuk', ',']","tapi lambat respon , nomor call center , operator sibuk ,",Pelayanan,Pelayanan,0.37228647048072905,Netral,-1,-1,Negatif,
111,"halo @pdamsuryasembada  sy ada wa tp slow respon ya, nomor call centernya jg, operatornya sibuk terus, sedangkan air ditempat saya mati dari semalam, apa ada solusi untuk pengaduan saya","sedangkan air mati tadi malam , ada solusi pengaduan","['sedangkan', 'air', 'mati', 'tadi', 'malam', ',', 'ada', 'solusi', 'pengaduan']","sedang air mati tadi malam , ada solusi adu",Air Tidak Mengalir,Air Tidak Mengalir,0.5314409883653973,Netral,-1,-1,Negatif,
141,Dulu tarif saya ini golongan 1.3 pas ada perubahan tarif kenapa tiba-tiba di ubah menjadi 2.1 padahal rumah saya juga ada tulisan KELUARGA MISKIN yang dari pemerintah lantai juga dari tanah dan juga rumah saya tidak tingkat atau berlantai 2 juga tidak dibuat kos atau kontrakan padahal tetangga saya semuanya tarif golongannya 1.3 emang ada yg 2.1 itupun dibuat kos atau kontrak sedangkan saya kan tidak kalau lapor ke PDAM ujung-ujungnya nanti petugas kemari di cek disuruh ganti meteran yang bayarnya juga gak murah tolong dong di cek petugas keliling meteran itu kenapa sih harus di ubah kan saya bayar nya juga jadi mahal paling sedikit saya kena itu 100 RB yang tetangga saya kena padahal rata2 cuma 20 ribu atau 25 ribu apalagi ini untuk daerah tambak asri yang notaben kebanyakan tarifnya golongan 1.3,tarif golong . pas ada perubahan tarif ubah .,"['tarif', 'golong', '.', 'pas', 'ada', 'perubahan', 'tarif', 'ubah', '.']",tarif golong . pas ada ubah tarif ubah .,Perubahan Kode Tarif,Lainnya,0.45042672251117094,Negatif,0,0,Netral,
143,"Saya sudah bayar untuk penggantian meteran air yg hilang,tapi tidak dipasang2 alasannya karena stop kran nya kosong..dan ditanyai kira2 sampe kapan tapi tdk tau..disuruh beli sendiri..sudah bayar denda meteran hilang mahal ini disuruh beli stop kran sendiri.gmn ya pelayanannya ini:smirking_face: @pdamsuryasembada",karena stop keran nya kosong . kira sampai kapan,"['karena', 'stop', 'keran', 'nya', 'kosong', '.', 'kira', 'sampai', 'kapan']",karena stop keran nya kosong . kira sampai kapan,Lainnya,Lainnya,0.47513374181792983,Negatif,0,0,Netral,
149,"Kenapa laporan by WhatsApp PDAM  GK ada jawaban ya kak, padahal saya sudah daftar mau tanya soal kekurangan persyaratan pasang baru",padahal sudah daftar kekurangan persyaratan pasang,"['padahal', 'sudah', 'daftar', 'kekurangan', 'persyaratan', 'pasang']",padahal sudah daftar kurang syarat pasang,Pemasangan,Pemasangan,0.4946716518723072,Negatif,0,0,Netral,
154,Min kalau ngontrak rumah belum dipasang pdam caranya gimana?karena rumah yang dikontrak warisan,karena rumah kontrak warisan,"['karena', 'rumah', 'kontrak', 'warisan']",karena rumah kontrak waris,Pemasangan,Pemasangan,0.33215644095145347,Netral,1,1,Positif,
158,Min kalau jumlah rumah ada 2 tapi sertifikasi jadi satu bisa gak min,admin rumah ada,"['admin', 'rumah', 'ada']",admin rumah ada,Lainnya,Air Tidak Mengalir,0.3926880571297203,Netral,1,1,Positif,
158,Min kalau jumlah rumah ada 2 tapi sertifikasi jadi satu bisa gak min,tapi sertifikasi tidak admin,"['tapi', 'sertifikasi', 'tidak', 'admin']",tapi sertifikasi tidak admin,Lainnya,Lainnya,0.480958366023874,Netral,-1,-1,Negatif,
160,Saya dari agustus 2024 sampai sekarang blm ada tanggapan pasang baru padahal :loudly_crying_face: wes ganti tahun min :loudly_crying_face:,padahal sudah ganti admin,"['padahal', 'sudah', 'ganti', 'admin']",padahal sudah ganti admin,Lainnya,Air Tidak Mengalir,0.3575851809274586,Negatif,0,0,Netral,
163,Maaf min klw pindah meteran kena biaya brpa ea soalnya meteran airku ada didepan rumahnya orang.. Klw dipindah kerumah ku jaraknya 10 meter,maaf admin pindah meter kena biaya,"['maaf', 'admin', 'pindah', 'meter', 'kena', 'biaya']",maaf admin pindah meter kena biaya,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.5358849089437994,Netral,-1,-1,Negatif,
163,Maaf min klw pindah meteran kena biaya brpa ea soalnya meteran airku ada didepan rumahnya orang.. Klw dipindah kerumah ku jaraknya 10 meter,karena meter air ada rumah . pindah rumah ku jarak meter,"['karena', 'meter', 'air', 'ada', 'rumah', '.', 'pindah', 'rumah', 'ku', 'jarak', 'meter']",karena meter air ada rumah . pindah rumah ku jarak meter,Meteran (Macet/Bermasalah),Kebocoran,0.3721262088065244,Netral,1,1,Positif,
176,Halo min pdam saya warga babatan pratama sudah bayar pergantian keran air yang bocor tapi petugasnya sampai sekarang belum datang tolong dibantu ditindaklanjuti,halo admin pdam warga babatan pratama sudah bayar pergantian keran air bocor,"['halo', 'admin', 'pdam', 'warga', 'babatan', 'pratama', 'sudah', 'bayar', 'pergantian', 'keran', 'air', 'bocor']",halo admin pdam warga babatan pratama sudah bayar ganti keran air bocor,Meteran (Macet/Bermasalah),Harga,0.3192759051303559,Netral,-4,-1,Negatif,
214,"Min, sy pengaduan ganti meteran hingga 14 hari kerja tapi blm ada tanggapan","admin , pengaduan ganti meter hingga kerja","['admin', ',', 'pengaduan', 'ganti', 'meter', 'hingga', 'kerja']","admin , adu ganti meter hingga kerja",Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.7957506216861192,Negatif,0,0,Netral,
222,"pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih",karena petugas keliling meter bilang,"['karena', 'petugas', 'keliling', 'meter', 'bilang']",karena tugas keliling meter bilang,Lainnya,Lainnya,0.3344005339952767,Negatif,0,0,Netral,
222,"pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih","karena rumah kos , alasan , harap golongan tarif . terima kasih","['karena', 'rumah', 'kos', ',', 'alasan', ',', 'harap', 'golongan', 'tarif', '.', 'terima', 'kasih']","karena rumah kos , alas , harap golong tarif . terima kasih",Perubahan Kode Tarif,Perubahan Kode Tarif,0.5302308274745858,Negatif,2,1,Positif,
263,"kenapa sulit di hubungin ya pdam ini, padahal air dirumah lagi mati dari sore wk","sulit hubung pdam ,","['sulit', 'hubung', 'pdam', ',']","sulit hubung pdam ,",Pelayanan,Pelayanan,0.5465682343036278,Negatif,0,0,Netral,
268,Kak mohon banget punya saya segera di pasang soalnya buat usaha kak saya sudah melakukan pembayaran di indomaret kak bingung mau nanyak ke siapa kalo mau liat progres pemasangannya,kakak mohon pasang,"['kakak', 'mohon', 'pasang']",kakak mohon pasang,Pemasangan,Pemasangan,0.31814698871631136,Negatif,0,0,Netral,
268,Kak mohon banget punya saya segera di pasang soalnya buat usaha kak saya sudah melakukan pembayaran di indomaret kak bingung mau nanyak ke siapa kalo mau liat progres pemasangannya,karena usaha kakak sudah melakukan pembayaran indomaret kakak bingung lihat progres pemasangan,"['karena', 'usaha', 'kakak', 'sudah', 'melakukan', 'pembayaran', 'indomaret', 'kakak', 'bingung', 'lihat', 'progres', 'pemasangan']",karena usaha kakak sudah laku bayar indomaret kakak bingung lihat progres pasang,Pemasangan,Pemasangan,0.39954408726351376,Negatif,1,1,Positif,
279,":face_with_tears_of_joy::face_with_tears_of_joy:lucu nih , saya tinggal di perum manyar jaya , dari tahun kemarin semenjak pengerjaan gorong"" manyar indah manyar jaya manyar rejo ... Air saya sampai sekarang dari pagi pukul 6 pagi sampai pukul 9 MALAM air mati , baru nyala pukul 21.30 malam bayangkan BERAPA BULAN SAYA MENAMPUNG AIR???? Mau protes telfon saya sdh capek :rolling_on_the_floor_laughing:. Tapi herannya kalau libur NASIONAL Air saya kok nyala lancar kayak saya dlu tinggal d sini , tetangga saya 30 tahun tinggal disini tidak menggunakan tandon tidak ada maslah!! Semenjak skg kok air jadi buruk jelek sekali tolong diperbaiki ya pdam :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: @pdamsuryasembada @pdamsuryasembada","lucu , perum manyar jaya , semenjak pengerjaan gorong-gorong manyar indah manyar jaya manyar rejo . air sampai sekarang pagi pagi sampai malam air mati , hidup . malam bayang menampung air ? protes telepon sudah capek .","['lucu', ',', 'perum', 'manyar', 'jaya', ',', 'semenjak', 'pengerjaan', 'gorong-gorong', 'manyar', 'indah', 'manyar', 'jaya', 'manyar', 'rejo', '.', 'air', 'sampai', 'sekarang', 'pagi', 'pagi', 'sampai', 'malam', 'air', 'mati', ',', 'hidup', '.', 'malam', 'bayang', 'menampung', 'air', '?', 'protes', 'telepon', 'sudah', 'capek', '.']","lucu , perum manyar jaya , semenjak kerja gorong-gorong manyar indah manyar jaya manyar rejo . air sampai sekarang pagi pagi sampai malam air mati , hidup . malam bayang tampung air ? protes telepon sudah capek .",Air Tidak Mengalir,Lainnya,0.4393861871524438,Netral,-4,-1,Negatif,
280,@pdamsuryasembada daerah sidotopo apakah memang tidak mengalir air? sudah 3 hari hidup tanpa air soalnya!,karena !,"['karena', '!']",karena !,Pemakaian,Air Tidak Mengalir,0.36228165673664237,Negatif,0,0,Netral,
285,"Pertanyaan buat PDAM, saya mau tanyak setiap pembayaran bulanan kenapa kok ada retribusi. Padahal di kampung pakek retribusi dan saya pernah pengaduan online kalau retribusi udh ketentuan DLH. Emang harus Retribusi di kampung kena 11rb, ini bukan masalah angka kecil bayangin satu rumah kena 11rb per kampung ad brp rumah udh dpt brp sebanyak gitu :face_with_tears_of_joy:","pdam , pembayaran bulanan ada retribusi .","['pdam', ',', 'pembayaran', 'bulanan', 'ada', 'retribusi', '.']","pdam , bayar bulan ada retribusi .",Harga,Harga,0.4617067212500636,Negatif,0,0,Netral,
298,Mohon info kalau pengaduan karena kena pinalty kemana,karena kena penalti,"['karena', 'kena', 'penalti']",karena kena penalti,Pelayanan,Lainnya,0.39061739218559266,Netral,-1,-1,Negatif,
