comment_id,comment_text,segmented_text,tokens_segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score,true_sentiment,final_sentiment_score,final_sentiment_normalized,final_sentiment_label,type
52,"@pdamsuryasembada meteran saya sudah diganti, tapi air malah macet, apakah karena saya belum bayar? saya belum bayar karena ada LONJAKAN TAGIHAN TIDAK WAJAR  Saat meteran rusak , masak bisa sampai 2x tagihan rata-rata per Bulan, mohon segera ditindak lanj","tapi air macet ,","['tapi', 'air', 'macet', ',']","tapi air macet ,",Air Tidak Mengalir,Air Kotor/Bau,0.5361748531576629,Netral,-1,-1,Negatif,
52,"@pdamsuryasembada meteran saya sudah diganti, tapi air malah macet, apakah karena saya belum bayar? saya belum bayar karena ada LONJAKAN TAGIHAN TIDAK WAJAR  Saat meteran rusak , masak bisa sampai 2x tagihan rata-rata per Bulan, mohon segera ditindak lanj","karena ada lonjakan tagihan tidak wajar meter rusak , masak sampai tagihan , mohon tindak","['karena', 'ada', 'lonjakan', 'tagihan', 'tidak', 'wajar', 'meter', 'rusak', ',', 'masak', 'sampai', 'tagihan', ',', 'mohon', 'tindak']","karena ada lonjak tagih tidak wajar meter rusak , masak sampai tagih , mohon tindak",Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.4438457411476622,Netral,-3,-1,Negatif,
53,Min mau pengaduan gimana gak ada respon @pdamsuryasembada tapitagihan bln ini kok tbtb membengkak pdhal bertahun tahun gk pernah air sampai habis ratusan ribu,padahal bertahun ga air sampai habis ratusan,"['padahal', 'bertahun', 'ga', 'air', 'sampai', 'habis', 'ratusan']",padahal tahun ga air sampai habis ratus,Harga,Air Tidak Mengalir,0.31066216775750183,Negatif,0,0,Netral,
58,Sambikerep tdk ada?,sambikerep tidak ada ?,"['sambikerep', 'tidak', 'ada', '?']",sambikerep tidak ada ?,Lainnya,Lainnya,1.0000000000000002,Netral,-2,-1,Negatif,
61,"Meteran air di rumah saya kok g ada ya,,","meter air rumah ga ada ,","['meter', 'air', 'rumah', 'ga', 'ada', ',']","meter air rumah ga ada ,",Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),1.0,Netral,-2,-1,Negatif,
63,Min knp ya kok air rumah saya tiba” pembayaran naek ya drastis bgt padahal rumah klo sering kluarin air cuma malem karena ngisi ke rumah atas biasanya saya kena nya 90k an gak sampe 100k ini semalem bayar kenanya hampir 150k ? Ada kenaikan harga apa gimana ? Klo emg ada knp gak ada info yaaa,admin air rumah pembayaran naik drastis banget,"['admin', 'air', 'rumah', 'pembayaran', 'naik', 'drastis', 'banget']",admin air rumah bayar naik drastis banget,Harga,Harga,0.5972418261418029,Negatif,0,0,Netral,
66,"Pak air dirmh  saya kluarnya sangat kecil  sekali, lebih deras uang yg mengalir dri dompet saya, tolong  di tinjau pak kenapa airnya sangat kecil  sekali . Kebetulan saya tinggal di wonokromo @pdamsuryasembada","air rumah keluar sangat kecil sekali , lebih deras uang mengalir dompet , tinjau air sangat kecil sekali . wonokromo","['air', 'rumah', 'keluar', 'sangat', 'kecil', 'sekali', ',', 'lebih', 'deras', 'uang', 'mengalir', 'dompet', ',', 'tinjau', 'air', 'sangat', 'kecil', 'sekali', '.', 'wonokromo']","air rumah keluar sangat kecil sekali , lebih deras uang alir dompet , tinjau air sangat kecil sekali . wonokromo",Air Tidak Mengalir,Air Tidak Mengalir,1.0000000000000002,Negatif,0,0,Netral,
78,Diganti meteran baru tapi tagihan malah lbh banyak :person_facepalming:,ganti meter baru,"['ganti', 'meter', 'baru']",ganti meter baru,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.6645416580526886,Negatif,0,0,Netral,
78,Diganti meteran baru tapi tagihan malah lbh banyak :person_facepalming:,tapi tagihan lebih banyak,"['tapi', 'tagihan', 'lebih', 'banyak']",tapi tagih lebih banyak,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.6018871209408164,Negatif,1,1,Positif,
80,Kalau cara pengajuannya pilih apa ya saya,pengajuan pilih,"['pengajuan', 'pilih']",aju pilih,Pemasangan,Pemasangan,1.0000000000000002,Netral,-1,-1,Negatif,
84,Rungkut kenapa gak ada Min ?,rungkut tidak ada admin ?,"['rungkut', 'tidak', 'ada', 'admin', '?']",rungkut tidak ada admin ?,Lainnya,Lainnya,1.0000000000000002,Netral,-2,-1,Negatif,
92,Di rmh saya sdh 2 bulan ini tagihannya 100rb lbh namun penghuninya cima 2 org sehari kerja semua.... sedangkan kran mati tp meteran muternya kencang banget :see-no-evil_monkey:,rumah sudah tagihan lebih penghuni sehari kerja .,"['rumah', 'sudah', 'tagihan', 'lebih', 'penghuni', 'sehari', 'kerja', '.']",rumah sudah tagih lebih huni hari kerja .,Harga,Meteran (Macet/Bermasalah),0.25079498847643844,Negatif,3,1,Positif,
92,Di rmh saya sdh 2 bulan ini tagihannya 100rb lbh namun penghuninya cima 2 org sehari kerja semua.... sedangkan kran mati tp meteran muternya kencang banget :see-no-evil_monkey:,tapi meter putar kencang sekali sih,"['tapi', 'meter', 'putar', 'kencang', 'sekali', 'sih']",tapi meter putar kencang sekali sih,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.46193463502919485,Negatif,1,1,Positif,
93,"Min, ini stop kran yg dirmh sdh aus penyebab usia, sdh diatas 5 th,  apa juga termasuk bisa diganti??","admin , stop keran rumah sudah rusak penyebab usia , sudah diatas , ganti ?","['admin', ',', 'stop', 'keran', 'rumah', 'sudah', 'rusak', 'penyebab', 'usia', ',', 'sudah', 'diatas', ',', 'ganti', '?']","admin , stop keran rumah sudah rusak sebab usia , sudah atas , ganti ?",Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),1.0000000000000002,Netral,-1,-1,Negatif,
98,Air knp keruhhhh sekaliii.... :crying_face:,air keruh sekali .,"['air', 'keruh', 'sekali', '.']",air keruh sekali .,Air Kotor/Bau,Air Kotor/Bau,1.0000000000000002,Negatif,0,0,Netral,
111,"halo @pdamsuryasembada  sy ada wa tp slow respon ya, nomor call centernya jg, operatornya sibuk terus, sedangkan air ditempat saya mati dari semalam, apa ada solusi untuk pengaduan saya","tapi lambat respon , nomor call center , operator sibuk ,","['tapi', 'lambat', 'respon', ',', 'nomor', 'call', 'center', ',', 'operator', 'sibuk', ',']","tapi lambat respon , nomor call center , operator sibuk ,",Pelayanan,Pelayanan,0.4296772398342906,Positif,-1,-1,Negatif,
111,"halo @pdamsuryasembada  sy ada wa tp slow respon ya, nomor call centernya jg, operatornya sibuk terus, sedangkan air ditempat saya mati dari semalam, apa ada solusi untuk pengaduan saya","sedangkan air mati tadi malam , ada solusi pengaduan","['sedangkan', 'air', 'mati', 'tadi', 'malam', ',', 'ada', 'solusi', 'pengaduan']","sedang air mati tadi malam , ada solusi adu",Air Tidak Mengalir,Air Tidak Mengalir,0.47517239010272194,Positif,-1,-1,Negatif,
112,kalau kran meteran bocor apakah termasuk ?,keran meter bocor ?,"['keran', 'meter', 'bocor', '?']",keran meter bocor ?,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),1.0,Netral,-1,-1,Negatif,
117,Kalau kelurahan baratajaya tidak ada kah?,kelurahan baratajaya tidak ada ?,"['kelurahan', 'baratajaya', 'tidak', 'ada', '?']",lurah baratajaya tidak ada ?,Lainnya,Lainnya,1.0,Netral,-2,-1,Negatif,
119,Dukuh pakis kok gak ada min?,dukuh pakis tidak ada admin ?,"['dukuh', 'pakis', 'tidak', 'ada', 'admin', '?']",dukuh pakis tidak ada admin ?,Lainnya,Lainnya,1.0000000000000002,Netral,-2,-1,Negatif,
120,Kelurahan morokrembangan kok tidak ada,kelurahan morokrembangan  tidak ada,"['kelurahan', 'morokrembangan', 'tidak', 'ada']",lurah morokrembangan tidak ada,Lainnya,Lainnya,1.0000000000000002,Netral,-2,-1,Negatif,
121,kok Sidotopo tidak ada min??,sidotopo tidak ada admin ?,"['sidotopo', 'tidak', 'ada', 'admin', '?']",sidotopo tidak ada admin ?,Lainnya,Lainnya,1.0,Netral,-2,-1,Negatif,
125,Caranya gmn min untk mendapatkan penembakan meter air,caranya admin mendapatkan penembakan meter air,"['caranya', 'admin', 'mendapatkan', 'penembakan', 'meter', 'air']",cara admin dapat tembak meter air,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),1.0,Netral,-1,-1,Negatif,
141,Dulu tarif saya ini golongan 1.3 pas ada perubahan tarif kenapa tiba-tiba di ubah menjadi 2.1 padahal rumah saya juga ada tulisan KELUARGA MISKIN yang dari pemerintah lantai juga dari tanah dan juga rumah saya tidak tingkat atau berlantai 2 juga tidak dibuat kos atau kontrakan padahal tetangga saya semuanya tarif golongannya 1.3 emang ada yg 2.1 itupun dibuat kos atau kontrak sedangkan saya kan tidak kalau lapor ke PDAM ujung-ujungnya nanti petugas kemari di cek disuruh ganti meteran yang bayarnya juga gak murah tolong dong di cek petugas keliling meteran itu kenapa sih harus di ubah kan saya bayar nya juga jadi mahal paling sedikit saya kena itu 100 RB yang tetangga saya kena padahal rata2 cuma 20 ribu atau 25 ribu apalagi ini untuk daerah tambak asri yang notaben kebanyakan tarifnya golongan 1.3,padahal rumah ada tulisan keluarga miskin pemerintah lantai tanah rumah tidak berlantai tidak kos kontrakan,"['padahal', 'rumah', 'ada', 'tulisan', 'keluarga', 'miskin', 'pemerintah', 'lantai', 'tanah', 'rumah', 'tidak', 'berlantai', 'tidak', 'kos', 'kontrakan']",padahal rumah ada tulis keluarga miskin perintah lantai tanah rumah tidak lantai tidak kos kontra,Lainnya,Air Tidak Mengalir,0.2799561667221285,Netral,-1,-1,Negatif,
141,Dulu tarif saya ini golongan 1.3 pas ada perubahan tarif kenapa tiba-tiba di ubah menjadi 2.1 padahal rumah saya juga ada tulisan KELUARGA MISKIN yang dari pemerintah lantai juga dari tanah dan juga rumah saya tidak tingkat atau berlantai 2 juga tidak dibuat kos atau kontrakan padahal tetangga saya semuanya tarif golongannya 1.3 emang ada yg 2.1 itupun dibuat kos atau kontrak sedangkan saya kan tidak kalau lapor ke PDAM ujung-ujungnya nanti petugas kemari di cek disuruh ganti meteran yang bayarnya juga gak murah tolong dong di cek petugas keliling meteran itu kenapa sih harus di ubah kan saya bayar nya juga jadi mahal paling sedikit saya kena itu 100 RB yang tetangga saya kena padahal rata2 cuma 20 ribu atau 25 ribu apalagi ini untuk daerah tambak asri yang notaben kebanyakan tarifnya golongan 1.3,padahal tetangga tarif golongan . ada . itu pun kos kontrak,"['padahal', 'tetangga', 'tarif', 'golongan', '.', 'ada', '.', 'itu', 'pun', 'kos', 'kontrak']",padahal tetangga tarif golong . ada . itu pun kos kontrak,Harga,Harga,0.3264956519062779,Netral,-2,-1,Negatif,
141,Dulu tarif saya ini golongan 1.3 pas ada perubahan tarif kenapa tiba-tiba di ubah menjadi 2.1 padahal rumah saya juga ada tulisan KELUARGA MISKIN yang dari pemerintah lantai juga dari tanah dan juga rumah saya tidak tingkat atau berlantai 2 juga tidak dibuat kos atau kontrakan padahal tetangga saya semuanya tarif golongannya 1.3 emang ada yg 2.1 itupun dibuat kos atau kontrak sedangkan saya kan tidak kalau lapor ke PDAM ujung-ujungnya nanti petugas kemari di cek disuruh ganti meteran yang bayarnya juga gak murah tolong dong di cek petugas keliling meteran itu kenapa sih harus di ubah kan saya bayar nya juga jadi mahal paling sedikit saya kena itu 100 RB yang tetangga saya kena padahal rata2 cuma 20 ribu atau 25 ribu apalagi ini untuk daerah tambak asri yang notaben kebanyakan tarifnya golongan 1.3,sedangkan kan tidak lapor pdam ujung ujung petugas kemari cek suruh ganti meter bayar tidak murah cek petugas keliling meter sih harus ubah kan bayar nya mahal paling sedikit kena tetangga kena,"['sedangkan', 'kan', 'tidak', 'lapor', 'pdam', 'ujung', 'ujung', 'petugas', 'kemari', 'cek', 'suruh', 'ganti', 'meter', 'bayar', 'tidak', 'murah', 'cek', 'petugas', 'keliling', 'meter', 'sih', 'harus', 'ubah', 'kan', 'bayar', 'nya', 'mahal', 'paling', 'sedikit', 'kena', 'tetangga', 'kena']",sedang kan tidak lapor pdam ujung ujung tugas kemari cek suruh ganti meter bayar tidak murah cek tugas keliling meter sih harus ubah kan bayar nya mahal paling sedikit kena tetangga kena,Harga,Meteran (Macet/Bermasalah),0.2540686431458858,Netral,-10,-1,Negatif,
141,Dulu tarif saya ini golongan 1.3 pas ada perubahan tarif kenapa tiba-tiba di ubah menjadi 2.1 padahal rumah saya juga ada tulisan KELUARGA MISKIN yang dari pemerintah lantai juga dari tanah dan juga rumah saya tidak tingkat atau berlantai 2 juga tidak dibuat kos atau kontrakan padahal tetangga saya semuanya tarif golongannya 1.3 emang ada yg 2.1 itupun dibuat kos atau kontrak sedangkan saya kan tidak kalau lapor ke PDAM ujung-ujungnya nanti petugas kemari di cek disuruh ganti meteran yang bayarnya juga gak murah tolong dong di cek petugas keliling meteran itu kenapa sih harus di ubah kan saya bayar nya juga jadi mahal paling sedikit saya kena itu 100 RB yang tetangga saya kena padahal rata2 cuma 20 ribu atau 25 ribu apalagi ini untuk daerah tambak asri yang notaben kebanyakan tarifnya golongan 1.3,padahal daerah tambak asri perhatian kebanyakan tarif golong .,"['padahal', 'daerah', 'tambak', 'asri', 'perhatian', 'kebanyakan', 'tarif', 'golong', '.']",padahal daerah tambak asri perhati banyak tarif golong .,Harga,Harga,0.3376198549901308,Netral,-1,-1,Negatif,
143,"Saya sudah bayar untuk penggantian meteran air yg hilang,tapi tidak dipasang2 alasannya karena stop kran nya kosong..dan ditanyai kira2 sampe kapan tapi tdk tau..disuruh beli sendiri..sudah bayar denda meteran hilang mahal ini disuruh beli stop kran sendiri.gmn ya pelayanannya ini:smirking_face: @pdamsuryasembada",karena stop keran nya kosong . kira sampai kapan,"['karena', 'stop', 'keran', 'nya', 'kosong', '.', 'kira', 'sampai', 'kapan']",karena stop keran nya kosong . kira sampai kapan,Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.5236065837573582,Negatif,0,0,Netral,
146,Kalo di depan rumah Masi belum ada pipa gmn min,rumah belum ada pipa admin,"['rumah', 'belum', 'ada', 'pipa', 'admin']",rumah belum ada pipa admin,Pemasangan,Pemasangan,1.0,Netral,-1,-1,Negatif,
148,Min...klo persyaratan tdk lengkap gmn min,admin . persyaratan tidak lengkap admin,"['admin', '.', 'persyaratan', 'tidak', 'lengkap', 'admin']",admin . syarat tidak lengkap admin,Lainnya,Lainnya,1.0,Netral,-1,-1,Negatif,
149,"Kenapa laporan by WhatsApp PDAM  GK ada jawaban ya kak, padahal saya sudah daftar mau tanya soal kekurangan persyaratan pasang baru",padahal sudah daftar kekurangan persyaratan pasang baru,"['padahal', 'sudah', 'daftar', 'kekurangan', 'persyaratan', 'pasang', 'baru']",padahal sudah daftar kurang syarat pasang baru,Pemasangan,Pemasangan,0.638369885146482,Negatif,0,0,Netral,
151,Brpa lama pemasangan jika sdah melakukan pembayaran,lama pemasangan sudah melakukan pembayaran,"['lama', 'pemasangan', 'sudah', 'melakukan', 'pembayaran']",lama pasang sudah laku bayar,Pemasangan,Pemasangan,1.0000000000000002,Netral,-1,-1,Negatif,
154,Min kalau ngontrak rumah belum dipasang pdam caranya gimana?karena rumah yang dikontrak warisan,karena rumah kontrak warisan,"['karena', 'rumah', 'kontrak', 'warisan']",karena rumah kontrak waris,Pemasangan,Pemasangan,0.29604023187834017,Netral,1,1,Positif,
156,minnn air dirumah saya kenapa kok gk nyalah ya takut ada kebocoran min,admin air rumah ga hidup takut ada kebocoran admin,"['admin', 'air', 'rumah', 'ga', 'hidup', 'takut', 'ada', 'kebocoran', 'admin']",admin air rumah ga hidup takut ada bocor admin,Kebocoran,Kebocoran,1.0,Netral,-3,-1,Negatif,
158,Min kalau jumlah rumah ada 2 tapi sertifikasi jadi satu bisa gak min,admin rumah ada,"['admin', 'rumah', 'ada']",admin rumah ada,Lainnya,Harga,0.3995873470678768,Netral,1,1,Positif,
158,Min kalau jumlah rumah ada 2 tapi sertifikasi jadi satu bisa gak min,tapi sertifikasi tidak admin,"['tapi', 'sertifikasi', 'tidak', 'admin']",tapi sertifikasi tidak admin,Lainnya,Lainnya,0.6006155407146787,Netral,-1,-1,Negatif,
160,Saya dari agustus 2024 sampai sekarang blm ada tanggapan pasang baru padahal :loudly_crying_face: wes ganti tahun min :loudly_crying_face:,padahal sudah ganti admin,"['padahal', 'sudah', 'ganti', 'admin']",padahal sudah ganti admin,Lainnya,Air Tidak Mengalir,0.37610058488899345,Negatif,0,0,Netral,
161,Saya kan mau bangun rumah dan blm ada listrik nya..apa bs,kan bangun rumah belum ada listrik nya .,"['kan', 'bangun', 'rumah', 'belum', 'ada', 'listrik', 'nya', '.']",kan bangun rumah belum ada listrik nya .,Lainnya,Lainnya,1.0,Netral,-1,-1,Negatif,
167,Kalau nama pemilik tanah dan pemasang PDAM beda nama apakah bisa,nama pemilik tanah pemasang pdam beda nama,"['nama', 'pemilik', 'tanah', 'pemasang', 'pdam', 'beda', 'nama']",nama milik tanah pasang pdam beda nama,Pemasangan,Pemasangan,1.0,Netral,-1,-1,Negatif,
185,maaf kok buka Lg tgl 2 mei.  kak:folded_hands:,maaf buka tanggal mei . kakak,"['maaf', 'buka', 'tanggal', 'mei', '.', 'kakak']",maaf buka tanggal mei . kakak,Lainnya,Lainnya,1.0000000000000002,Netral,-1,-1,Negatif,
186,Air PDAM di Perumahan Gunungsari Indah bisa mengalir nirmal jam berapa. Mohon segera direspon. Terima kasih,air pdam perumahan gunungsari indah mengalir normal jam . mohon respon . terima kasih,"['air', 'pdam', 'perumahan', 'gunungsari', 'indah', 'mengalir', 'normal', 'jam', '.', 'mohon', 'respon', '.', 'terima', 'kasih']",air pdam rumah gunungsari indah alir normal jam . mohon respon . terima kasih,Air Tidak Mengalir,Air Tidak Mengalir,1.0,Negatif,1,1,Positif,
200,Kenapa tlpn bebas pulsa suara kita tdk bs terdengar operator pdam..hola halo hola halo aja,telepon bebas pulsa suara tidak terdengar operator pdam . halo halo halo halo,"['telepon', 'bebas', 'pulsa', 'suara', 'tidak', 'terdengar', 'operator', 'pdam', '.', 'halo', 'halo', 'halo', 'halo']",telepon bebas pulsa suara tidak dengar operator pdam . halo halo halo halo,Pelayanan,Pelayanan,1.0000000000000002,Negatif,1,1,Positif,
203,lewat aplikasi CIS ngga ada promo?,aplikasi cis tidak ada promo ?,"['aplikasi', 'cis', 'tidak', 'ada', 'promo', '?']",aplikasi cis tidak ada promo ?,Lainnya,Lainnya,1.0,Netral,-3,-1,Negatif,
206,Apanya yg ada promo kak,apanya ada promo kakak,"['apanya', 'ada', 'promo', 'kakak']",apa ada promo kakak,Lainnya,Lainnya,1.0000000000000002,Netral,-1,-1,Negatif,
207,Alfamart apakah gaada diskon ka? Jarang ad indomaret d sini,alfamart tidak ada diskon kakak ? jarang ada indomaret,"['alfamart', 'tidak', 'ada', 'diskon', 'kakak', '?', 'jarang', 'ada', 'indomaret']",alfamart tidak ada diskon kakak ? jarang ada indomaret,Lainnya,Lainnya,1.0,Netral,-1,-1,Negatif,
208,Tokopedia tdk ada promo,tokopedia tidak ada promo,"['tokopedia', 'tidak', 'ada', 'promo']",tokopedia tidak ada promo,Lainnya,Lainnya,1.0000000000000002,Netral,-2,-1,Negatif,
211,Mati urip ngramut kali suroboyo:fire:,mati hidup merawat surabaya,"['mati', 'hidup', 'merawat', 'surabaya']",mati hidup rawat surabaya,Air Tidak Mengalir,Air Tidak Mengalir,1.0,Netral,-1,-1,Negatif,
214,"Min, sy pengaduan ganti meteran hingga 14 hari kerja tapi blm ada tanggapan","admin , pengaduan ganti meter hingga kerja","['admin', ',', 'pengaduan', 'ganti', 'meter', 'hingga', 'kerja']","admin , adu ganti meter hingga kerja",Meteran (Macet/Bermasalah),Meteran (Macet/Bermasalah),0.7774779817757801,Negatif,0,0,Netral,
222,"pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih",karena petugas keliling meter bilang,"['karena', 'petugas', 'keliling', 'meter', 'bilang']",karena tugas keliling meter bilang,Pemakaian,Pemakaian,0.3376038498499513,Negatif,0,0,Netral,
222,"pak mau tanya no pelanggan 1032499 an Ny. Mustiani Wikanti Pulo Wonokromo Wetan 4 knp gol. tarifny berubah yg awalnya 2.1 skrg berubah jadi 3.2A ini sebenarnya udah lama berubah, tapi saya baru diberitahu orang tua saya,. knp seenaknya merubah, ini memberatkan loh, alasan dirubah dulu krn petugas keliling meteran bilang krn rumah dibuat kost, alasan apa itu, saya harap kembalikan ke gol tarif 2.1 terima kasih","karena rumah kos , alasan , harap golongan tarif . terima kasih","['karena', 'rumah', 'kos', ',', 'alasan', ',', 'harap', 'golongan', 'tarif', '.', 'terima', 'kasih']","karena rumah kos , alas , harap golong tarif . terima kasih",Perubahan Kode Tarif,Perubahan Kode Tarif,0.6089313418117979,Negatif,2,1,Positif,
